YYYY,MM,DD,h,1_Record_Chugoku_to_Kyushu,2_Record_Chugoku_to_Shikoku,3_Record_Kansai_to_Chugoku,4_Record_Kansai_to_Shikoku,5_Record_Hokuriku_to_Kansai,6_Record_Chubu_to_Hokuriku,7_Record_Chubu_to_Kansai,8_Record_Tokyo_to_Chubu,9_Record_Tohoku_to_Tokyo,10_Record_Hokkaido_to_Tohoku,1_Plan_Chugoku_to_Kyushu,2_Plan_Chugoku_to_Shikoku,3_Plan_Kansai_to_Chugoku,4_Plan_Kansai_to_Shikoku,5_Plan_Hokuriku_to_Kansai,6_Plan_Chubu_to_Hokuriku,7_Plan_Chubu_to_Kansai,8_Plan_Tokyo_to_Chubu,9_Plan_Tohoku_to_Tokyo,10_Plan_Hokkaido_to_Tohoku
2024,4,20,31,-100,-16.5,1272,-694.8333,214.66667,1,-1076.1667,519.5,5326.6667,58.66667,-464.5,-365,-17.176,-700,162.3,0,-2500,-644.3,5410,0
2024,4,20,32,-336,162.5,1315,-692.6667,9.333333,-294.33333,-1047,300.16667,5291.6667,296,-470,-336.6,70.718,-700,-120.9,-300,-2500,-720,5410,285.8
2024,4,20,33,-14.666667,214.5,1806,-693,157.33333,-146.83333,-1588.6667,384.33333,4745,468.6667,-281.7,-139.3,639.135,-700,3,-148.6,-2498.1,-245.6,4845.9,424.6
2024,4,20,34,-125.33333,246.5,1638,-692.8333,-74,-297.5,-1842,-42.333333,4700,560.6667,-172.5,-49.8,888.108,-700,-171.4,-300,-2500,-690,5359.5,563.8
2024,4,20,35,-172.66667,175.5,1618,-692.8333,-110,-295.83333,-1906,-137.83333,4508.3333,575.5,-198,-78.8,890.222,-700,-198.1,-300,-2500,-670,5084.5,438.5
2024,4,20,36,-442.66667,68,1211,-691.3333,-192.66667,-290.16667,-1860.6667,53.833333,4611.6667,517.8333,-345.4,-19.3,1056.714,-696.8,-225.3,-300,-2498.2,-670,5095.1,429.5
2024,4,20,37,-400,-256,869.33333,-692.6667,-172,-296,-2247.3333,-549.83333,4355,512.1667,-442.2,-341.4,864.612,-700,-234.8,-300,-2500,-893.1,4302.3,351.6
2024,4,20,38,-585.33333,-319,565.33333,-693.6667,-198.66667,-287.5,-2471.3333,-989.66667,4470,444.6667,-594.5,-310.1,751.01,-700,-180.8,-290.1,-2497.9,-1080,4375.4,384.6
2024,4,20,39,-516,-412,484,-695,-234.66667,-293.16667,-2426,-1002.6667,4366.6667,347.3333,-464,-424.7,749.812,-700,-239.7,-300,-2500,-1080,4360.5,333.6
2024,4,20,40,-283.33333,-471,816,-693,-130.66667,-292.33333,-2095.3333,-923.83333,4268.3333,375.8333,-481,-472.5,838.822,-700,-137.8,-300,-2500,-1080,4253.4,371.5
2024,4,20,41,-496.66667,-489.5,574.66667,-693.1667,-228,-298.33333,-2490,-873.33333,4523.3333,445,-554.3,-435.3,826.338,-700,-240.7,-300,-2500,-988.7,4525,405.9
2024,4,20,42,-252,-516.5,676,-692.8333,-226.66667,-298.83333,-2548.6667,-822.83333,4403.3333,415.3333,-437.7,-464.5,872.812,-700,-235.4,-300,-2500,-1001.7,4502.8,465.9
2024,4,20,43,-458,-380.5,558.66667,-693.1667,-246.66667,-297.83333,-2559.3333,-900.66667,4258.3333,423.1667,-440,-390.5,789.304,-700,-208.5,-300,-2500,-938.6,4299.5,384
2024,4,20,44,-296,-224.5,577.33333,-694.8333,-229.33333,-298.83333,-2530,-971,4066.6667,495.3333,-275.3,-238.1,977.216,-700,-207.6,-300,-2500,-965.2,4157.4,472.1
2024,4,20,45,-148.66667,-78.5,701.33333,-693.3333,-248,-299,-2026,-964.66667,4103.3333,499,-223.3,-23.7,901.108,-700,-207.7,-300,-2000,-913,4161.6,414.2
2024,4,20,46,-208.66667,-70,469.33333,-581.1667,-262.66667,-298.16667,-2020.6667,-965.33333,3948.3333,439,-193.5,-0.1,813.614,-588.1,-186.2,-300,-2000,-915,4117.5,528.8
2024,4,20,47,-325.33333,-83,436,-511,-248.66667,-298.33333,-1900.6667,-873,4068.3333,429.6667,-319.8,0.4,613.61,-515.3,-201.5,-300,-2000,-936.4,4137.4,416.5
2024,4,20,48,-260,-3.5,424,-487,-208.66667,-296,-1863.3333,-1038.6667,3856.6667,542.5,-245.4,-5.9,569.218,-492.7,-217,-300,-2000,-1050.7,3833.3,458.9
2024,4,21,1,-412.66667,68.5,253.33333,-542.1667,-221.33333,-295.5,-1820.6667,-930.33333,4228.3333,506.3333,-333.6,0.9,436.848,-546.9,-187.5,-300,-2000,-1112.3,4009.6,399.7
2024,4,21,2,-284.66667,-15.5,242.66667,-497.6667,-202.66667,-295.66667,-1812.6667,-684.33333,4083.3333,461.1667,-329.6,-4.5,432.737,-503.5,-195.3,-300,-2000,-853.6,4062.7,379.4
2024,4,21,3,-342,-63.5,234.66667,-491,-172,-299.5,-2023.3333,-839,3718.3333,452,-273.3,-9,431.218,-495,-196.8,-300,-2000,-945.2,3789.4,374.2
2024,4,21,4,-382,-49.5,237.33333,-491.1667,-192,-298.83333,-2028.6667,-956.66667,3418.3333,401.6667,-272.2,-3.9,582.309,-496.5,-196.6,-300,-2000,-915.2,3634.4,333.8
2024,4,21,5,-370,-58,432,-478.8333,-205.33333,-298.66667,-2002,-1024.8333,3290,391.8333,-286.6,0.5,656.533,-484.3,-193.5,-300,-2000,-1006.2,3402.3,342
2024,4,21,6,-256.66667,-29,782.66667,-692.1667,-205.33333,-298.5,-1970,-1062.6667,3151.6667,280.3333,-296.6,-3.8,805.437,-698.2,-196,-300,-2000,-1033.6,3140.9,153.9
2024,4,21,7,-240,-37.5,942.66667,-693.3333,-249.33333,-298.33333,-1959.3333,-1083.1667,3163.3333,203.6667,-349.1,-89.2,920.226,-700,-242.1,-300,-2000,-972.4,3086.8,142
2024,4,21,8,-522.66667,-103,798.66667,-692.8333,-224.66667,-297.16667,-1831.3333,-1008.8333,3175,253.3333,-578.7,-85.1,876.516,-700,-244.3,-300,-2000,-1055.5,3093.1,175.1
2024,4,21,9,-616.66667,-171,690.66667,-692.8333,-196.66667,-295.83333,-1986,-1079.6667,3103.3333,169.6667,-668,-79.9,844.037,-700,-240.4,-300,-2000,-1003.2,3017.6,152.1
2024,4,21,10,-570.66667,-97,910.66667,-694.5,-192,-297.66667,-1940.6667,-1085.8333,3175,276,-672.2,-90.4,895.837,-700,-248.2,-300,-2000,-1098.6,2921.3,154.9
2024,4,21,11,-694.66667,-29,632,-692.6667,-190.66667,-297.83333,-1972.6667,-973.83333,3313.3333,381.8333,-644.1,-160,686.43,-700,-225.1,-300,-2000,-898,3134.3,244.6
2024,4,21,12,-664,-15.5,732,-692.5,-185.33333,-298,-1820.6667,-666.16667,3530,411.5,-453.4,-165.1,840.718,-700,-222,-300,-2000,-464.3,3422.6,343.1
2024,4,21,13,-542.66667,86,685.33333,-692.5,-248,-298.83333,-1951.3333,-676.5,3728.3333,380.5,-322.5,-2.7,796.533,-700,-198.2,-300,-2000,-451.1,3709,420
2024,4,21,14,-499.33333,-85,461.33333,-585,-208,-297,-1919.3333,-268.33333,4105,454.5,-388.3,0.8,504.733,-590.6,-186.6,-300,-2000,-114.4,3771.7,464.9
2024,4,21,15,-746.66667,37.5,205.33333,-663.1667,-231.33333,-298.66667,-1954,-119.5,4373.3333,417.1667,-442.4,-2.6,185.199,-668.7,-199.4,-300,-2000,221,4183.6,403.9
2024,4,21,16,-698,75,-26.666667,-673.3333,-210.66667,-296.83333,-1922,-554.66667,4043.3333,339.6667,-492.3,0.6,-63.143,-680.9,-196.7,-300,-2000,246.4,3989.1,327.1
2024,4,21,17,-659.33333,122,212,-694.1667,-244.66667,-295.83333,-1183,521.66667,4046.6667,481.1667,-587.2,-65.7,-261.762,-700,-173.6,-300,-2000,717.4,4115.9,346.4
2024,4,21,18,-472.66667,179.5,641.33333,-692.6667,-167.33333,-286.33333,-229.66667,213.16667,4045,519.1667,-656.3,-95.5,-580.774,-700,-175.2,-300,-1997.7,804.5,4363.4,376.4
2024,4,21,19,-186,267.5,1131,-650.8333,125.33333,1,-485.33333,-226.33333,3928.3333,298.5,-700,-34,-733.755,-657.6,126.7,0,-2000,806.7,4309.7,108.9
2024,4,21,20,-198,340,978.66667,-692.5,-100.66667,-294,-490.66667,-10.666667,4168.3333,147.6667,-764.2,-87.4,-602.84,-700,-149.5,-300,-1999.4,678.1,4697.7,146.9
2024,4,21,21,-92.666667,214.5,514.66667,-538.6667,-150,-297.66667,-58.666667,354.5,4181.6667,40.33333,-840.1,-69.2,-1187.978,-544.8,-129.1,-300,-2000,312.1,4100,38
2024,4,21,22,-670.66667,160,-224,-596.5,-215.33333,-295.66667,-757.33333,659.33333,4235,-67.66667,-865.1,-74.2,-1295.078,-602.8,-117.4,-300,-2000,169.2,4100,-70.9
2024,4,21,23,-1036.6667,286.5,204,-630.8333,-231.33333,-297.5,-229.33333,359.5,4423.3333,-17.66667,-1074.7,-25.1,-1468.536,-635.8,-186.4,-300,-2000,127.3,4100,-25.6
2024,4,21,24,-1148,431.5,-332,-647,-156,-288.16667,-728,414.33333,4420,10.66667,-1110.1,-17.1,-1473.482,-654.5,-164.6,-300,-2000,107.8,4140,-16.9
2024,4,21,25,-1020.6667,518.5,-12,-644.8333,109.33333,-77.333333,-1970,-124.5,4898.3333,124.8333,-993.1,-13.3,-1399.468,-651,90.2,0,-2000,438.7,5110,115.5
2024,4,21,26,-738.66667,572,150.66667,-622.6667,-65.333333,-262.83333,-1711.3333,32.5,5320,159.3333,-855.5,-14.4,-1115.87,-628,-153.5,-264.4,-2000,141.6,5160,125
2024,4,21,27,-142.66667,546.5,370.66667,-583,-92.666667,-295.83333,-1575.3333,-221,5495,228.8333,-791.2,-9.5,-933.682,-589.7,-198.3,-300,-2000,91.4,5110,216.9
2024,4,21,28,19.333333,551,732,-525.5,-121.33333,-294.5,-1076,663,5211.6667,220.8333,-758.8,-14.1,-739.18,-529.6,-198.4,-300,-2000,-100.9,5044.6,158.1
2024,4,21,29,40.666667,568.5,497.33333,-692.3333,-142.66667,-297.66667,-1506,210.33333,5275,438,-651,-19.6,-395.554,-700,-200.6,-300,-2000,-205.4,5210,399.8
2024,4,21,30,-35.333333,524.5,569.33333,-679,-145.33333,-297.66667,-1362,99.166667,5236.6667,485.3333,-607.4,-10.1,-343,-686.1,-163,-300,-2000,-352,5260,339.9
2024,4,21,31,34.666667,380.5,632,-620.5,-134.66667,-296,-1110.6667,403,5393.3333,558.8333,-575.7,-6.5,-233.071,-626.7,-206,-300,-2000,-361.1,5310,598.1
2024,4,21,32,12.666667,321.5,661.33333,-582.8333,-121.33333,-297.66667,-843,315.66667,5093.3333,541.6667,-567,-8.7,-210.434,-588.1,-210.6,-300,-2000,-304.3,5391.7,599.4
2024,4,21,33,25.333333,285.5,722.66667,-589.3333,-76,-295,-1388.6667,108.83333,5245,489.1667,-352.1,-55.1,57.899,-593.9,-187.1,-300,-2000,-785.7,5185,582.6
2024,4,21,34,52,238,904,-510.8333,-91.333333,-297.16667,-1511.3333,-195,4708.3333,430.6667,-290.7,-9.8,361.739,-517.8,-191.7,-300,-2000,-879.2,4921.4,405.1
2024,4,21,35,37.333333,88,1515.3333,-596.6667,-50.666667,-298,-1935.3333,-569.83333,4431.6667,349.1667,0,-92.3,883.815,-601.9,-201.9,-300,-2000,-847.7,4721.4,284.1
2024,4,21,36,72.666667,20,1415.6667,-578.8333,-63.333333,-298.66667,-1972.6667,-799,4133.3333,291.5,0,-33.4,1316.902,-583.8,-208.2,-300,-2000,-1089.9,4150.6,204
2024,4,21,37,-75.333333,-8.5,1840.6667,-692.8333,-100,-296.33333,-1698,-310.66667,4495,395,0,-116.3,1568.41,-700,-240.4,-300,-2000,-1023.4,3920.2,194.1
2024,4,21,38,-473.33333,-134,1320.3333,-692.8333,-180.66667,-297.66667,-1812.6667,-641.16667,4273.3333,425.3333,-368.2,-80.1,1313.418,-700,-242.9,-300,-2000,-1080,3856.9,186
2024,4,21,39,-439.33333,-349,1097.3333,-693,-164,-297.66667,-1708.6667,-612.83333,4125,311,-344.9,-306.4,1174.416,-700,-241.5,-300,-2000,-1080,3762.3,168
2024,4,21,40,-665.33333,-311.5,684,-693,-210.66667,-298.16667,-2034,-907.83333,4221.6667,251.3333,-361.7,-355.6,1134.9,-700,-237.4,-300,-2000,-1080,3947.8,164.1
2024,4,21,41,-516,-302.5,932,-694.3333,-178.66667,-298.66667,-1916.6667,-624.66667,4001.6667,327,-329.2,-373.4,1133.514,-700,-233.9,-300,-2000,-1069.8,3915.7,218.3
2024,4,21,42,-466.66667,-200,824,-692.6667,-148,-296.5,-1964.6667,-760.66667,4031.6667,390.5,-349,-425.3,933.32,-700,-231.2,-300,-2000,-1086.2,3767.3,261.9
2024,4,21,43,-558,-140,785.33333,-693.3333,-162.66667,-298.16667,-2002,-925.5,4258.3333,367.6667,-398.7,-339.3,842.808,-700,-225.7,-300,-2000,-1111.1,4305.8,242.8
2024,4,21,44,-263.33333,-77.5,938.66667,-692.8333,-145.33333,-297,-1999.3333,-1031.6667,4646.6667,361.8333,-208.3,-379.9,819.116,-700,-224.2,-300,-2000,-1120,4636.3,225.1
2024,4,21,45,-199.33333,-161,901.33333,-693,-143.33333,-298.33333,-1874,-822.83333,4846.6667,413.8333,-57.8,-402.4,902.312,-700,-227.8,-300,-2000,-1059.2,4831.2,238.3
2024,4,21,46,-80,-73,821.33333,-553,-141.33333,-298.33333,-1940.6667,-1013.8333,4643.3333,420.3333,-65,-38.6,973.918,-557.2,-219.3,-300,-2000,-1038,4806,289.3
2024,4,21,47,-130,-68,676,-412.3333,-172,-296.83333,-1922,-647.66667,4106.6667,423.5,-126.1,-35.2,865.536,-417.3,-210.8,-300,-2000,-1073.7,4100.7,254.9
2024,4,21,48,-118.66667,-76.5,642.66667,-382.8333,-160,-296.33333,-1924.6667,-880.16667,3501.6667,297.6667,-147.9,-56.8,716.832,-387,-205.6,-300,-2000,-1135.9,3383.1,187.3
2024,4,22,1,-522.66667,68.5,540,-612.6667,-309.33333,-298.83333,-1954,-250.66667,3928.3333,379.5,-404.6,0.5,668.119,-620.1,-207.2,-300,-2000,-562.4,3444,274.5
2024,4,22,2,-475.33333,-56.5,482.66667,-644.6667,-252,-298.66667,-1967.3333,-430.16667,3676.6667,445.8333,-383.5,4.1,723.017,-649.8,-206,-300,-2000,-399.2,3607.3,303.8
2024,4,22,3,-425.33333,-34.5,400,-647.1667,-268,-298.16667,-2028.6667,-868,3421.6667,356.6667,-523,-11.7,563.929,-654.1,-202.4,-300,-2000,-593.6,3485.5,259
2024,4,22,4,-442,58,580,-659,-294,-298.5,-2028.6667,-913.16667,3280,322.5,-560.5,-10.9,609.222,-666.4,-202.9,-300,-2000,-611.3,3428.4,271.4
2024,4,22,5,-564,3,402.66667,-694.8333,-297.33333,-298.66667,-1975.3333,-1021.5,3076.6667,345.6667,-629.2,-25.1,635.937,-700,-188.4,-300,-2000,-898.5,3083.6,302.9
2024,4,22,6,-578.66667,6,669.33333,-693.1667,-300,-298.5,-1991.3333,-1062.5,2856.6667,232.6667,-626.3,-29.8,797.028,-700,-188.4,-300,-2000,-898.8,2710.5,77.5
2024,4,22,7,-356.66667,-17,1026.6667,-693.1667,-358.66667,-298.33333,-1954,-996.66667,2631.6667,201.3333,-606,-2.3,989.736,-700,-209.3,-300,-2000,-722.7,2664.3,77.2
2024,4,22,8,-394.66667,-32.5,1165.3333,-692.1667,-246.66667,-298.16667,-1972.6667,-1095.5,2668.3333,97.5,-651,-32.3,1003.128,-700,-209.5,-300,-2000,-901.6,2636.9,83.9
2024,4,22,9,-645.33333,-33,1073.3333,-693.5,-344.66667,-299,-2002,-1029.6667,2373.3333,-63.66667,-660.6,-61.1,1164.028,-700,-227.4,-300,-2000,-995.3,2492.2,21.1
2024,4,22,10,-572.66667,-8.5,1272,-694.8333,-344,-299.16667,-2018,-1003.3333,2491.6667,-60.66667,-658.7,-37.8,1236.028,-700,-229.2,-300,-2000,-946.1,2551,7.5
2024,4,22,11,-688,-62.5,998.66667,-692.6667,-300.66667,-298.16667,-1890,-845.33333,2760,69.16667,-691.3,-164.8,823.022,-700,-237.4,-300,-2000,-932.7,2647.2,55.9
2024,4,22,12,-573.33333,-126.5,1136,-692.3333,-250.66667,-296.16667,-1724.6667,-492.83333,3443.3333,265,-664.3,-192.3,793.538,-700,-242.8,-300,-2000,-867.3,2947.9,133.9
2024,4,22,13,-663.33333,-64.5,770.66667,-692.8333,-409.33333,-299.16667,-2068.6667,-897,4141.6667,204.6667,-677.2,-55.9,655.838,-700,-195,-300,-2000,-1037.6,3571.5,366.8
2024,4,22,14,-673.33333,-96.5,425.33333,-672.5,-410.66667,-298.83333,-2002,-408.16667,4205,322,-717.7,0.7,455.241,-678.5,-197.8,-300,-2000,-559.4,4239.5,389.5
2024,4,22,15,-676,-209.5,37.333333,-693,-426.66667,-298.83333,-1972.6667,-412.33333,4318.3333,380,-706.1,-82.9,76.216,-700,-211.2,-300,-2000,-97.9,4650,517.4
2024,4,22,16,-616.66667,-268,-368,-692.8333,-374.66667,-298.66667,-1943.3333,333.83333,4986.6667,487.1667,-740.8,-147.5,-107.774,-700,-276,-300,-2000,47.2,4910,554.5
2024,4,22,17,-829.33333,-299,-656,-693,-168,-298.5,-2423.3333,-338.83333,5376.6667,452.8333,-777.6,-131,-144.391,-700,-273.3,-300,-2500,-282.6,5410,600
2024,4,22,18,-96,-307.5,-57.333333,-695.1667,-193.33333,-298.83333,-2450,-731.66667,5410,405,-872.8,-187,-251.572,-700,-272.1,-300,-2500,-739.8,5410,566.4
2024,4,22,19,-22,-449.5,120,-693.5,-49.333333,-298.83333,-2551.3333,-910.16667,5401.6667,477.6667,-928.6,-287.9,-379.982,-700,-266.1,-300,-2500,-761.7,5410,579.2
2024,4,22,20,-186,-537,-136,-693.1667,40,-299.16667,-2562,-1036.1667,5421.6667,469.6667,-955.7,-267,-366.944,-700,-281.7,-300,-2500,-769.2,5410,598.9
2024,4,22,21,-18.666667,-495.5,-25.333333,-693,-17.333333,-299.16667,-2466,-1065,5431.6667,397.3333,-1043.9,-299.3,-552.46,-700,-288.8,-300,-2500,-870.3,5410,587.4
2024,4,22,22,-448,-550,-586.66667,-693,6,-299,-2487.3333,-988.66667,5430,449.6667,-1109.8,-339.9,-651.64,-700,-280.3,-300,-2500,-788.2,5410,539.9
2024,4,22,23,-1168,-417,-708,-695.1667,21.333333,-299.33333,-2514,-742.16667,5385,419.8333,-1170.5,-372.7,-544.968,-700,-272.9,-300,-2500,-565.7,5410,491.5
2024,4,22,24,-1193.3333,-394.5,-673.33333,-693,-160,-298.83333,-2484.6667,-794.16667,5366.6667,417.5,-1202.5,-382.1,-623.528,-700,-263.8,-300,-2500,-670.8,5410,557.5
2024,4,22,25,-1239.3333,-229.5,-326.66667,-692.8333,-205.33333,-297.33333,-2452.6667,-636.16667,5415,443.6667,-1268.3,-436.4,-802.662,-700,-247.6,-300,-2500,-598.5,5410,322.3
2024,4,22,26,-1256.6667,-195,-300,-695,-15.333333,-298,-2316.6667,-975.66667,5385,345.6667,-1256,-443.6,-810.254,-700,-239.6,-300,-2500,-384.5,5410,373.7
2024,4,22,27,-1016.6667,-355.5,-557.33333,-693,-61.333333,-296.83333,-2084.6667,-1038.3333,5368.3333,234.6667,-1139.3,-396.6,-508.341,-700,-260.1,-300,-2500,-286,5410,389.5
2024,4,22,28,-72.666667,-271.5,524,-693.1667,-93.333333,-297.83333,-1580.6667,-633,5423.3333,169.8333,-1055.7,-364.6,-393.966,-700,-250.6,-300,-2500,-628.2,5410,318.5
2024,4,22,29,17.333333,-165,829.33333,-693,-98,-297.66667,-859,684.33333,5368.3333,240.3333,-1008.7,-391.4,-499.75,-700,-222.2,-300,-2500,-834.6,5410,302.9
2024,4,22,30,-165.33333,-136,381.33333,-693.3333,-48.666667,-295.5,-1239.1667,453,5353.3333,333,-970.2,-349.4,-652.034,-700,-192.7,-300,-2500,-934.1,4971.5,190.6
2024,4,22,31,72.666667,-3,616,-695.3333,105.33333,-88.833333,-1174.6667,963.66667,5375,445.6667,-741.6,-343.6,-417.75,-700,72.9,-102.5,-2500,-975.5,4905.6,515.6
2024,4,22,32,-51.333333,57.5,805.33333,-692.8333,177.33333,1,-544,1279.5,5181.6667,504.6667,-829,-431.9,-412.272,-700,157.2,0,-1973.1,-944.7,4519,455.6
2024,4,22,33,8.666667,114.5,1312.6667,-692.5,170.66667,1,-1202,870,4406.6667,322.3333,-678.6,-279.5,75.315,-700,130.8,0,-2500,-1070,4101.1,388.4
2024,4,22,34,-32,266,1551.3333,-693.5,164,1,-589.33333,275.83333,3641.6667,142.8333,-491,-140.3,449.932,-700,180.4,0,-2175.2,-1070,3733.5,222.2
2024,4,22,35,-138,161,1576.6667,-692.6667,122.66667,1,-400,231.66667,3293.3333,118.6667,-378.1,-243.9,480.138,-700,153.1,0,-1970.6,-1060,3508.2,109.2
2024,4,22,36,-434.66667,140,1369,-695.5,124.66667,1,-837.83333,454.33333,3186.6667,168.3333,-352.5,-86.9,896.115,-700,174.6,0,-1813.4,-853.1,3300.2,204.4
2024,4,22,37,-519.33333,-78.5,876,-693,89.333333,1,-1442,362.5,3016.6667,171.3333,-306.6,-173.2,1035.816,-700,136.2,0,-1578.3,-611.8,2982,105.6
2024,4,22,38,-450.66667,-115.5,806.66667,-619,106.66667,1,-1327.3333,-452,3123.3333,113.5,-284.4,-290.8,979.112,-626.3,136.8,0,-1457,-816.8,2999,18.4
2024,4,22,39,-369.33333,46,918.66667,-660.8333,120,1,-1407.3333,-720.16667,3296.6667,95.5,-263.3,-39.4,1148.024,-666.7,166.3,0,-1384,-846.7,3175.2,36.1
2024,4,22,40,-326.66667,-49,637.33333,-692.6667,130.66667,1,-1682,-832.83333,3601.6667,170.6667,-270.8,-76.4,984.62,-700,131.7,0,-1519.6,-719.3,3493.5,139.7
2024,4,22,41,-433.33333,15.5,816,-693.1667,119.33333,1,-1500.6667,-431.5,3628.3333,212.8333,-269.8,-125.2,982.324,-700,200.4,0,-1638,-426.1,3558.6,212.9
2024,4,22,42,-408,-8,965.33333,-695.3333,90.666667,1,-1303.3333,-47,3761.6667,233.5,-278.1,-182.9,951.13,-700,227.6,0,-1718.2,-434.5,3771.6,205.4
2024,4,22,43,-594.66667,31,828,-692.6667,146.66667,1,-1596.6667,-380.16667,3611.6667,256.3333,-279.2,-136.2,1115.434,-700,193.1,0,-1675.7,-524.3,3579.9,222.6
2024,4,22,44,-475.33333,-5.5,764,-692.8333,130.66667,1,-2108.6667,-547.66667,3771.6667,281.1667,-315.9,-151.6,928.421,-700,175.9,0,-2024.8,-534.6,3749.7,276.6
2024,4,22,45,-522,-11,664,-693,-164,-295.33333,-1954,-1035.3333,3883.3333,300.6667,-357.6,-121.4,664.637,-700,-153.4,-300,-1999.7,-940.4,3613.4,175.2
2024,4,22,46,-389.33333,-35,588,-693.3333,-144.66667,-298.5,-1980.6667,-975.16667,3840,253.6667,-293.7,-119.8,690.152,-700,-146.3,-300,-2000,-778.1,3731.7,236
2024,4,22,47,-452.66667,-40.5,548,-695.5,-212,-297,-1935.3333,-866,3908.3333,204,-269.1,-79.5,665.223,-700,-144.6,-300,-2000,-863.9,3718.3,186.2
2024,4,22,48,-161.33333,-10,872,-692.8333,-198,-299.33333,-1972.6667,-771.66667,3588.3333,218.6667,-177.3,-15.1,1022.52,-700,-173,-300,-2000,-953.1,3303.3,171.1
2024,4,23,1,-390,-53.5,801.33333,-565,-178.66667,-298.66667,-2058,-1019.3333,3835,320.6667,-267.1,-1.1,1105.618,-570.4,-136.8,-300,-2000,-879.3,3544.1,210.3
2024,4,23,2,-404.66667,-54.5,882.66667,-542.1667,-128,-298.66667,-2036.6667,-1080.3333,3700,318.3333,-301.5,0.2,1081.922,-549.2,-137.9,-300,-2000,-871.4,3507.2,223.9
2024,4,23,3,-247.33333,-66.5,944,-545.6667,-96,-299.33333,-1983.3333,-1105,3730,186,-308.4,0,1092.516,-550.1,-128.3,-300,-2000,-1127.5,3374.1,128.7
2024,4,23,4,-336.66667,-87,954.66667,-538,-161.33333,-298.66667,-1996.6667,-1101,3485,185.3333,-307.2,0,1203.096,-543.9,-147.3,-300,-2000,-1055.8,3179.8,168.2
2024,4,23,5,-355.33333,-68,1094.6667,-538.1667,-76,-299.16667,-2036.6667,-1082.5,3503.3333,157.1667,-311,-0.1,1397.714,-544.8,-145.6,-300,-2000,-1011.5,3139.4,82
2024,4,23,6,-385.33333,-75,1212,-531,-60,-298.66667,-1980.6667,-1082.5,3191.6667,68.16667,-310,-9.1,1502.912,-536.2,-125.1,-300,-2000,-1015.1,2951.4,-7.8
2024,4,23,7,-388.66667,-48.5,1304.3333,-524.3333,-90.666667,-298.16667,-1927.3333,-1067,2786.6667,16.5,-345.7,-8.3,1511.824,-530,-146.8,-300,-2000,-983.5,2579.2,-45.8
2024,4,23,8,-459.33333,-63,1290.6667,-483,-102,-298.66667,-1940.6667,-1067.3333,2805,105.8333,-408.9,-1.3,1573.708,-488.4,-131.8,-300,-2000,-1038,2619.7,-4.6
2024,4,23,9,-512,-77.5,1378.6667,-503,-186.66667,-296.16667,-1823.3333,-1057.6667,2615,89.83333,-434,-1.6,1582.102,-508,-254,-300,-2000,-1080,2461.8,-33.5
2024,4,23,10,-560.66667,-78.5,1455.6667,-481.5,-202.66667,-297,-1916.6667,-1053.5,2801.6667,111.8333,-465.9,-1.8,1700.916,-485.9,-251.4,-300,-2000,-1080,2606,-44.6
2024,4,23,11,-556.66667,54.5,1456.3333,-693.1667,138.66667,-4.833333,-1890,-860.5,2771.6667,156.1667,-505.8,-58.2,1520.522,-700,95.2,0,-2000,-766,2669.1,25
2024,4,23,12,-542.66667,-52,1449.6667,-693,-216,-271,-1490,-988.66667,2936.6667,208.5,-503.8,-164.4,1415.02,-700,-181,-272.2,-1988.1,-924.6,2852.4,65.7
2024,4,23,13,-693.33333,-108,1138.6667,-694.5,-265.33333,-296.83333,-1900.6667,-953.33333,3406.6667,309.3333,-506.3,-106.1,1296.512,-700,-223.5,-300,-2000,-815,3403.1,208.9
2024,4,23,14,-632,-140,825.33333,-692.8333,-241.33333,-297.83333,-1818,-705.5,3298.3333,347.8333,-512.6,-30.5,1081.332,-700,-228.3,-300,-2000,-639.9,3649.7,217
2024,4,23,15,-472,-66.5,1125.3333,-693,-260.66667,-297.66667,-848.33333,824.16667,4171.6667,472.1667,-547.1,-7.9,773.557,-700,-235.5,-300,-1999.9,-699.6,3943.8,296.6
2024,4,23,16,-426,-7,826.66667,-693.1667,-329.33333,-296.16667,-950.33333,616.33333,4388.3333,512.1667,-530.6,-19.9,582.541,-700,-234.9,-300,-1999.9,-717.7,4281.5,317.5
2024,4,23,17,-608,39.5,805.33333,-692.6667,-85.333333,-46,-1578,154.83333,4393.3333,506.3333,-852.4,-116.5,175.962,-700,26.6,-47.6,-2493.5,-763.5,4346.5,425.8
2024,4,23,18,-589.33333,12.5,260,-695.1667,-390.66667,-292,-1228.6667,423.66667,4738.3333,547.5,-1061.8,-235.5,-157.758,-700,-173.3,-300,-2480.3,-739.3,4687,479.9
2024,4,23,19,-354,-133,381.33333,-692.8333,-361.33333,-298,-1131.6667,577.33333,5086.6667,486.1667,-1191.7,-241.6,-212.842,-700,-165,-300,-2500,-925.2,5017.4,483.8
2024,4,23,20,-581.33333,240,554.66667,-693.3333,-401.33333,-292.33333,-752,1172.3333,5361.6667,546,-1299.1,-47.9,-134.868,-700,-156.5,-300,-2447.1,-854.8,5407.5,594.5
2024,4,23,21,-943.33333,219,122.66667,-693,-418.66667,-295.5,-1522,457.16667,5393.3333,554.8333,-1320.9,-41.2,-271.89,-700,-222.6,-300,-2493.8,-1018.3,5082.9,600
